ts_code,stock_name,best_holiday,best_corr_pre7_dummy,best_corr_pvalue,best_corr_pre7_dummy_excess,best_corr_excess_pvalue,best_avg_pre7_cum_return_pct,best_avg_post7_cum_return_pct,best_avg_pre7_excess_cum_return_pct,best_avg_post7_excess_cum_return_pct,best_pre7_excess_pvalue_gt0,events
600872.SH,中炬高新,国庆,0.05830530456456669,0.0038320877286695627,0.05185021526331017,0.01013867936202972,6.553505078798071,-1.2804889253551,4.948218213330458,-0.7744105737659057,0.008373670010228975,10
002507.SZ,涪陵榨菜,国庆,0.0580365450791482,0.005083647522884568,0.050059593964708174,0.01568863277726184,6.064099954729146,-2.389165866013948,4.458813089261533,-1.8830875144247539,0.012611653352135028,10
605337.SH,李子园,春节,0.05634467853921426,0.0495838726030861,0.05465604494120737,0.05683204050744895,9.690682413691246,3.019926077415916,8.897035891994049,1.8699792568712106,0.2966366301545749,5
300765.SZ,新诺威,清明,0.056185462691154625,0.022266056519880673,0.047170832437796045,0.05503404311673486,11.209604644478185,-4.250286422935113,9.189020163479551,-3.2487355367632396,0.13346571209928626,6
603719.SH,良品铺子,国庆,0.05594739603630976,0.03333409702227397,0.041673932697078246,0.11306360780549735,7.906049439915076,-4.621728344458355,5.256107586590093,-4.426996751421038,0.0498233897665559,6
603170.SH,宝立食品,国庆,0.05494317666319813,0.1053430996984434,0.018775728196389042,0.5802244160392067,7.5165109939923065,-2.0114863498822886,2.4794802297193197,-0.9845649484476916,0.11598273927901855,4
603079.SH,圣达生物,清明,0.054785200224210434,0.013792835222552039,0.0468533257805427,0.0352349387667852,9.481771425318483,-4.3756727565561,7.761727505555177,-3.2237688313831145,0.12334796179694388,7
603136.SH,天目湖,国庆,0.054269211744305136,0.01439580384986098,0.04339606341466754,0.050418677150593186,8.007957394878225,0.23415962513081467,6.072468832418988,1.0892427420639765,0.2537741486574031,9
300146.SZ,汤臣倍健,国庆,0.054031541285228246,0.008972720059313223,0.04668360792776553,0.02398871329209906,5.516844197135965,-3.4820400893250723,3.9115573316683516,-2.975961737735877,0.042101616751072525,10
603027.SH,千禾味业,国庆,0.05393266435395497,0.008000471750830653,0.04712935723851245,0.020497778833738697,7.541430763643899,1.219996012516085,5.936143898176286,1.7260743641052794,0.008738454059024226,10
000596.SZ,古井贡酒,国庆,0.05188993010273534,0.010081093368341454,0.04476111667748436,0.026475843624241928,6.733676918420011,-4.451449763439853,5.128390052952397,-3.945371411850658,0.01600733157778773,10
000858.SZ,五粮液,国庆,0.05080578652955717,0.011761975165321039,0.04421445700267187,0.02837726440494886,5.901135403221559,-2.448236992745354,4.295848537753946,-1.9421586411561598,0.06569236054577511,10
000729.SZ,燕京啤酒,清明,0.04906301518197356,0.014987342686442367,0.042225132866291724,0.036320981625629925,4.86545009772487,-0.5327442176650994,3.606974859547882,-0.031946790641844566,0.0805061841803289,9
605388.SH,均瑶健康,端午,0.04870255532752285,0.075590923671674,0.05336024134650265,0.0515317517323374,7.411293892911493,4.276809550500764,7.453675496904731,3.416457345777213,0.18891774675674594,5
603345.SH,安井食品,国庆,0.04582387232768152,0.03386497086367439,0.03530758855432552,0.10217159132620869,6.889471793343198,-2.473182796028025,5.028073999198451,-1.6180996790948625,0.025717021886617557,9
603866.SH,桃李面包,国庆,0.044301840895874224,0.02806564554912707,0.03384593748616077,0.09341574726339018,4.635566824343455,-1.4240626909282625,3.030279958875841,-0.9179843393390683,0.0413871540753879,10
002840.SZ,华统股份,春节,0.04356894245272203,0.04060376824416653,0.05211475216525028,0.014298654404143425,6.997741692726984,4.730959200777383,7.630739094733051,3.3932415565694503,0.14398914556110676,9
600073.SH,光明肉业,清明,0.0435424359944666,0.03087482885295249,0.03696048950129054,0.06693217316695799,4.056629891637744,-1.5028043261825803,2.7981546534607564,-1.0020068991593256,0.15780501389108678,9
000895.SZ,双汇发展,国庆,0.04287461886230228,0.03408697464205013,0.026654188620730206,0.18784242272328885,3.6595224011872203,-2.3174629786593424,2.0542355357196067,-1.8113846270701486,0.09992817899896302,10
002461.SZ,珠江啤酒,清明,0.04191071823471575,0.03773563484069665,0.03467677377590834,0.08564074572653786,4.464662322582881,1.1168066116616349,3.206187084405893,1.6176040386848893,0.14155899115689713,9
001338.SZ,永顺泰,国庆,0.04155709777451121,0.24393203743876918,-0.012225355410057507,0.7318617071630892,6.912380378861037,-4.9949532044129,-0.7958905765895424,-3.0022699522926573,0.6520215253646964,3
603536.SH,惠发食品,清明,0.0410015855622845,0.05975107103256982,0.03281273644301494,0.13196466599723902,7.57054096790049,-0.6794800745403079,5.850497048137181,0.4724238506326781,0.06491479153883294,7
600882.SH,妙可蓝多,国庆,0.040756574396433744,0.045569638997008374,0.03219466052739375,0.1143137882735058,5.3718971420854,-1.563136745166687,3.7666102766177874,-1.057058393577493,0.06415953279533443,10
600305.SH,恒顺醋业,国庆,0.04060236606507052,0.04413576620881476,0.0294112966991484,0.14491404436052185,3.8924275564420134,-2.049410780557936,2.2871406909744003,-1.5433324289687422,0.12995420799796473,10
000529.SZ,广弘控股,清明,0.04004729571441277,0.04711553799181135,0.03337289990969981,0.09808929098834748,4.391328482267898,1.2909930678350432,3.132853244090912,1.7917904948582983,0.1035639764780008,9
002304.SZ,洋河股份,国庆,0.040017551733458855,0.04727987466526305,0.02948915580824635,0.1438524843459314,4.3362755479574435,-0.8231862661781953,2.730988682489829,-0.3171079145890007,0.11610878313452709,10
600600.SH,青岛啤酒,清明,0.03943943371555428,0.0505709140520305,0.031042105078071952,0.12390191038951504,4.395528359203891,0.3276735634795765,3.1370531210269044,0.8284709905028314,0.11617434070639629,9
301206.SZ,三元生物,国庆,0.03929129241264869,0.22028534708374842,-0.005802756370415285,0.8563988946805307,3.9421479052966806,-1.4419065816807686,-1.0948828589763067,-0.4149851802461718,0.7601486794331669,4
002216.SZ,三全食品,国庆,0.03884297811880006,0.054165232881856915,0.027390935285451164,0.1746040478522202,4.1908086028100495,-1.0465305641141778,2.5855217373424364,-0.5404522125249833,0.04895904816597353,10
601888.SH,中国中免,国庆,0.03820577092359478,0.05823800558991007,0.029668427470082304,0.14143089494886174,5.176587373507894,-4.254794125133782,3.57130050804028,-3.7487157735445877,0.07987099249849874,10
002124.SZ,天邦食品,清明,0.03774776587297964,0.06211723956684782,0.030628119630709286,0.13017108778346226,4.61457018570638,-3.457642934364413,3.3560949475293915,-2.7739971331742272,0.10654852852668004,9
600429.SH,三元股份,清明,0.03727624708636732,0.06617642622228892,0.02856107720072394,0.15928455134661262,3.290613084972057,-0.5862644688298889,2.032137846795069,-0.08546704180663431,0.06791370210943208,9
300999.SZ,金龙鱼,国庆,0.037225362344277646,0.1804781991779902,0.018922393580023428,0.496118434297127,7.572170751288513,8.960900560894272,3.7960086204790366,9.78590507867248,0.15936527048248028,6
600191.SH,华资实业,清明,0.036726306054421544,0.06885035966444653,0.031133438301590988,0.12302829110322029,6.672977810042373,-4.534929214912432,5.414502571865386,-4.017990264370229,0.24417830110875566,9
300783.SZ,三只松鼠,清明,0.036382991175615775,0.1457623386157803,0.03579605389188838,0.15237812226202088,6.584179889890068,3.7632632680599443,5.824252760134313,5.008420538952395,0.11793864611371926,5
603369.SH,今世缘,国庆,0.035870651622289355,0.07539224653697402,0.026817874340437177,0.1838000603173617,4.71903390928298,-2.261132042446662,3.1137470438153665,-1.7550536908574674,0.09916324891891301,10
000524.SZ,岭南控股,清明,0.03532708579725086,0.08706765681221754,0.028170095042785358,0.1724832987814458,4.880001024881982,4.933605016984277,3.621525786704995,5.734197310170387,0.1932626100018192,9
600419.SH,天润乳业,国庆,0.03501213555480219,0.08309335331042875,0.024249102319576974,0.23010892903941918,3.719208531952527,-1.560050864117315,2.1139216664849134,-1.0539725125281207,0.1025626453932809,10
600593.SH,大连圣亚,清明,0.0349092973256947,0.08431961792283253,0.026809011127303127,0.18502024094821665,4.873466178693232,0.30523741455241094,3.6149909405162455,0.8060348415756655,0.09075296660130461,9
002557.SZ,洽洽食品,清明,0.034234507531359704,0.08971178242315071,0.02553699775118473,0.20564153229757887,3.790501652398917,0.03165089609778536,2.532026414221929,0.5324483231210397,0.06747045023980776,9
002597.SZ,金禾实业,春节,0.03399738111295948,0.09195781681441008,0.0466945180255099,0.02060656442534189,3.903230221966779,-0.0636449012221691,4.370811892524797,-1.7736129146213684,0.009056830495787675,10
600754.SH,锦江酒店,国庆,0.03390835276574622,0.09281265290858914,0.024266023233127636,0.2291189971627437,4.13020166371273,-4.651048024960815,2.524914798245116,-4.144969673371621,0.16319101944363965,10
002661.SZ,克明食品,清明,0.03329991490437321,0.10261242653020863,0.02293611240537014,0.2609560117079476,3.308214329782032,-1.1086524930465895,1.8820297558768395,-0.8020081575428866,0.2088396646398611,8
600298.SH,安琪酵母,国庆,0.03326608064131294,0.09917006627966797,0.021225362352151642,0.29284592456647407,3.7186058556984207,0.8202059987988687,2.1133189902308076,1.3262843503880628,0.22100407593818305,10
300138.SZ,晨光生物,国庆,0.03323657549098075,0.0994702613207024,0.02200204039143672,0.2755373573979637,3.8011149876079706,-0.7812806935739312,2.1958281221403575,-0.27520234198473686,0.0905982260853897,10
600132.SH,重庆啤酒,五一,0.032364273499702265,0.10867721662623889,0.050002210009199646,0.013163664827909363,3.9968519973377603,5.341469281898723,5.116509088944329,5.698643422209251,0.02178310759237911,10
300144.SZ,宋城演艺,春节,0.031681074336302566,0.11649728678947807,0.0440600464255395,0.029000584417769076,3.1897520901221057,3.104834539071105,3.6573337606801233,1.3948665256719064,0.0867010672361613,10
000799.SZ,酒鬼酒,清明,0.03162432461335998,0.11707891915962088,0.025717965093485517,0.20253811880428688,4.922596731950805,-2.42355462012764,3.6641214937738176,-1.9227571931043852,0.12065776097696505,9
603755.SH,日辰股份,中秋,0.031324574257823035,0.21523113648104897,0.03341816139541961,0.18610712614767552,6.952687522714002,2.125347986132897,6.758954719403606,1.186427137035614,0.2688046151658895,4
603020.SH,爱普股份,清明,0.03075581731572532,0.12740789806177846,0.02314824791397187,0.2512911636635095,3.2349114838599182,-2.803208332638022,1.9764362456829307,-2.3024109056147677,0.23851491433622246,9
605300.SH,佳禾食品,清明,0.030589669898047,0.29747384967830104,0.031225853547227903,0.2875351348975372,5.666468990037784,-5.005129498316012,5.350542462339869,-3.00822110179139,0.05706151701850371,3
605339.SH,南侨食品,国庆,0.030532577620568796,0.30025966849174585,-6.448890646784081e-05,0.9982547081513545,3.8802218343720485,-0.31079680429630263,0.10405970356257148,0.5109120619256216,0.4758139879244484,5
002991.SZ,甘源食品,清明,0.030522494244340462,0.26348479306013106,0.025339905042835346,0.353272230528187,4.9490987425424215,-0.5751568132551736,3.8409632915531238,1.4080641509031153,0.14898777770400737,4
600597.SH,光明乳业,国庆,0.029961314193558037,0.13762224510389526,0.01600744743024547,0.42771585866344,2.4839643922173096,-2.2654912393691387,0.8786775267496958,-1.7594128877799442,0.24643846400910313,10
600809.SH,山西汾酒,国庆,0.029704723782927694,0.14191927940196603,0.019682819169779257,0.3305280149968249,4.717338759080149,-2.666000568904706,3.112051893612535,-2.159922217315512,0.10092290673481624,10
000888.SZ,峨眉山Ａ,清明,0.02961184197888385,0.14219184299087326,0.020151157989903735,0.3179634087179031,2.959587608440318,2.816446253837917,1.7011123702633308,3.317243680861172,0.1577347561619945,9
600779.SH,水井坊,国庆,0.028951121459130473,0.15156115340988052,0.019501527409600584,0.334113951750588,4.402391551683866,-3.1745227929616826,2.7971046862162536,-2.6684444413724884,0.14484972290091927,10
000869.SZ,张裕Ａ,清明,0.028810892477062963,0.15330261405011317,0.017977617798069292,0.3729737355266858,2.312304945823865,0.4526636363847732,1.053829707646877,0.9534610634080278,0.15048178493386766,9
600702.SH,舍得酒业,国庆,0.02838258554896003,0.16053211501851306,0.01989583208170993,0.32532030193610545,4.6144248303904964,-0.2941158489770202,3.0091379649228838,0.21196250261217417,0.15505832578163575,10
003030.SZ,祖名股份,清明,0.02782288764151733,0.32799767301994137,0.02134905316092373,0.45295485834946203,4.309335509814494,-4.901110845317373,3.201200058825196,-2.917889881159083,0.054328130505167126,4
002650.SZ,ST加加,清明,0.027445195573828143,0.2000098423181942,0.018239577282449727,0.39444301425054634,3.4858196356808535,-1.5682701657237632,2.059635061775661,-1.2616258302200605,0.10655798436363335,8
600573.SH,惠泉啤酒,清明,0.027440628789434415,0.17382307907922287,0.019268961770803176,0.33961635369753906,3.165551578470749,0.6083886656022194,1.9070763402937614,1.1091860926254744,0.13591252098641754,9
300859.SZ,西域旅游,清明,0.026081274816697527,0.34080540219610445,0.02230916146677969,0.41520527175061667,6.484636136199773,-0.8883212704019428,5.376500685210475,1.094899693756346,0.06953410797525733,4
600185.SH,珠免集团,清明,0.02569706798163085,0.20429092076037705,0.01831257948785186,0.365699664748962,3.6225047962117634,4.175725178989377,2.364029558034776,4.676522606012631,0.13712581471629826,9
603198.SH,迎驾贡酒,国庆,0.025607693216983734,0.2043889275776337,0.015331441524978727,0.44739589841334976,3.7299345503190837,-2.966672930287561,2.12464768485147,-2.460594578698367,0.20046955913154513,10
601579.SH,会稽山,清明,0.025559993931400148,0.20523346838865963,0.016298623848940545,0.41926365272603894,3.2763801910617176,-0.11623422607924688,2.01790495288473,0.38456320094400787,0.22209037924177416,9
002847.SZ,盐津铺子,国庆,0.025475873085583696,0.2330514653698123,0.01487236854552888,0.4863620332589721,4.735526301776497,-2.426611480843407,2.8741285076317507,-1.571528363910245,0.1245442151038788,9
000716.SZ,黑芝麻,清明,0.025415871456630962,0.22356235755380377,0.016562638055941856,0.42773442818734786,3.6734302814283346,-1.165959247191545,2.1701706959870055,-0.3952385004501293,0.1432421983724048,8
002726.SZ,龙大美食,五一,0.02448118763138188,0.2302818742114119,0.040096468160519254,0.049378057004537415,2.443127958312879,-0.6546356640460154,3.6542394840805232,0.07452616246693308,0.03564719487935802,9
603237.SH,五芳斋,清明,0.023775255299700804,0.49213949180001554,0.024732243655555895,0.4748764321530921,3.860494169211093,-1.05598559954877,3.5651672149592804,1.0700344270000053,,2
600749.SH,西藏旅游,清明,0.02359740265624891,0.2555875321686387,0.014509269415219168,0.4845701156137115,3.2628686196440575,-3.8623461527342418,1.845305132343382,-3.08165333748581,0.23367408132195477,8
688089.SH,嘉必优,国庆,0.02357353816615955,0.36447821350156245,0.011359169999464808,0.6621575596488343,5.192103833078542,-7.315207062533722,2.542161979753559,-7.120475469496404,0.21506157782151475,6
600737.SH,中粮糖业,清明,0.023054794063807015,0.2546652430360208,0.01305387027811517,0.5189873440018221,2.4948115337640284,1.798889587957167,1.236336295587041,2.2996870149804214,0.24442482688752537,9
600873.SH,梅花生物,清明,0.02295982089267798,0.2646734380224738,0.009561623058777372,0.6423157417993631,2.195750165957519,-0.7073028534482717,0.7781866786568432,0.09328943973783677,0.2547979413112597,8
002719.SZ,麦趣尔,清明,0.022916555592000412,0.2681223464061294,0.015740504828152653,0.4469104761969917,2.8785997124339264,-1.601287875775732,1.6201244742569394,-1.1004904487524785,0.23523217653455264,9
000860.SZ,顺鑫农业,清明,0.022409721042921837,0.266736935883703,0.014319141282795069,0.4779566735632015,2.7913618202560677,-0.1862914089310347,1.53288658207908,0.31450601809222,0.247248512676623,9
605108.SH,同庆楼,清明,0.022356904347791404,0.4109015297728202,0.01662119538305153,0.5409949249031393,4.10505698959947,4.395210413889919,2.996921538610173,6.378431378048208,0.19614139568603187,4
600696.SH,*ST岩石,国庆,0.021887210573539574,0.28805864314730795,0.01267259904491052,0.5385083559762274,3.6783939070533065,-1.307585423605926,2.0731070415856925,-0.801507072016731,0.32862203223590214,10
605338.SH,巴比食品,国庆,0.021756914373688596,0.43333780380181147,-0.00430352915991683,0.8768546997952402,3.808017157703101,21.291803586535096,0.03185502689362316,21.769806179087087,0.48750306410455163,6
000972.SZ,*ST中基,中秋,0.020818231867639186,0.3132894445415497,0.01871694144912681,0.36464604296831266,2.72741847335965,-0.7315536893640227,2.0868258359444427,-0.9047066766529553,0.1730702845091334,6
600559.SH,老白干酒,国庆,0.020640498441115113,0.32658439648337084,0.007752019281614632,0.7125675345083783,2.9738871623817675,-3.952315860733233,1.1339539545253354,-3.31338110910437,0.2571752122047632,9
000610.SZ,西安旅游,中秋,0.02056458283636198,0.3197395217339128,0.018576217532688514,0.36877460827459185,3.6448743673319424,-0.8147487538615348,3.0042817299167353,-0.987901741150467,0.19651733467436788,6
300973.SZ,立高食品,国庆,0.020439400455861404,0.48432862629957246,0.010591309631851713,0.7170784611327791,8.956556596174575,-4.181700689267558,5.180394465365099,-3.359991823045634,0.15599688619842877,5
600543.SH,莫高股份,中秋,0.02043312998671918,0.3138130704116734,0.018814837701106642,0.3536853275904803,3.051845003166546,-1.0332186460400978,2.411252365751339,-1.20637163332903,0.2102083029692174,6
600300.SH,维维股份,清明,0.020415266208425317,0.31205530796107916,0.010640943675958813,0.5982797213344239,2.109773703980801,-1.1290881130220118,0.8512984658038132,-0.9203557374554369,0.3036849225344468,9
002570.SZ,贝因美,国庆,0.02003892779254336,0.32474052719592816,0.008783777707614926,0.6660163462245807,2.596639691733535,-1.3712157363579824,0.9913528262659221,-0.8651373847687882,0.2854996674292215,10
002582.SZ,好想你,国庆,0.020016291312743534,0.32488705260399753,0.009084165827931971,0.6550537167777974,3.1864984943207033,-1.656750864675356,1.5812116288530902,-1.1506725130861617,0.21624729162638529,10
600059.SH,古越龙山,清明,0.019826450360746338,0.3258256565742333,0.00850182413167833,0.6735371069199672,1.9706717701428498,-1.0114493808742298,0.7121965319658621,-0.510651953850975,0.2595209747628342,9
600197.SH,伊力特,端午,0.019753230492989493,0.3276158601038378,0.023081393565432283,0.25266314733309053,2.3262035757260504,1.7545636264600355,2.230181375757411,0.6034513526366515,0.08781992760030456,10
600186.SH,莲花控股,春节,0.01966823746745971,0.33009612789526716,0.027455656601484715,0.1739381966371836,2.3602725712231862,8.485137321015022,2.8906528888101355,6.7751693076158235,0.24751794584307263,10
002646.SZ,天佑德酒,国庆,0.019573472128962238,0.3320379017364729,0.00746311635829893,0.711512906638963,2.271031590244726,-3.4977235302372827,0.6657447247771121,-2.9916451786480875,0.35667784394726154,10
002956.SZ,西麦食品,清明,0.01957071305421347,0.43160797145766466,0.016672838128407055,0.5028735716030514,3.38929784399217,1.0875250410613346,2.6293707142364164,2.3326823119537843,0.13046273629566493,5
600238.SH,*ST椰岛,端午,0.019475956317719232,0.33583454023137876,0.023291894193483733,0.24971394913533615,3.5165350730974616,-0.298710474147944,3.7002090987124605,-1.4498227479713282,0.2876653142259816,10
002515.SZ,金字火腿,国庆,0.019460712255953867,0.3557478751090068,0.00701488084345572,0.739239956784452,2.089627687740319,1.7139632192074348,0.4843408222727052,2.220041570796629,0.3608403525705887,10
002495.SZ,佳隆股份,清明,0.019374038680795676,0.3369888372969688,0.010248704115627578,0.6115463404723458,2.091660261556093,-1.8650093852900784,0.8331850233791052,-1.3642119582668233,0.37071015906350757,9
600962.SH,国投中鲁,清明,0.01918765775869297,0.3431372136223473,0.010967340031647965,0.5879435884990213,2.641299706525846,-2.198118813110024,1.3828244683488582,-1.7064996009760376,0.2850828126942504,9
000430.SZ,*ST张股,清明,0.018547271755972528,0.35939000300047874,0.008798203799782288,0.6637502954675655,1.9223413989619809,0.14698539328134766,0.6638661607849934,0.6477828203046023,0.3483273664143671,9
000848.SZ,承德露露,国庆,0.018321054930036204,0.3639101975730038,0.003534647638461578,0.8609594530764436,1.8827859869452077,-1.2333110050216098,0.27749912147759453,-0.7272326534324156,0.3804729711031791,10
000523.SZ,红棉股份,清明,0.017767433442435653,0.38447794613475833,0.00877772025744656,0.6674694206544756,1.7937801718968898,0.5732985711580949,0.535304933719902,0.6718231170344304,0.2999477024059795,9
600258.SH,首旅酒店,清明,0.01754843402270808,0.38497912840724074,0.008428472651612598,0.6765042637526649,2.1626574791778665,-0.49328223889240586,0.9249072174331757,-0.08568338468026365,0.3132368376552744,9
002481.SZ,双塔食品,清明,0.01753522825408722,0.38485259118282106,0.008999886991463712,0.6556113653815655,2.04925353074187,2.270710560559563,0.7907782925648829,2.7715079875828184,0.21937378127362084,9
300915.SZ,海融科技,清明,0.017464513260583896,0.5353545674993417,0.0129482842994942,0.645841712931401,4.209212832209209,-4.314360608199516,3.101077381219911,-2.3311396440412273,0.3464078114446328,4
600706.SH,曲江文旅,清明,0.017158544991048803,0.396111260213467,0.008685192463706673,0.6675534162884714,2.377770910750378,-0.30318849063403225,1.11929567257339,0.1976089363892224,0.36285384656888764,9
002033.SZ,丽江股份,春节,0.01687379678661867,0.4086498028623231,0.015347545632296488,0.4523363536350002,1.5045752036041453,1.1012561672328447,1.105471403289957,-0.6063994864338742,0.17389342914206063,9
600138.SH,中青旅,清明,0.016847390053320834,0.4047340745381921,0.004385361297959543,0.8283128386943284,1.3891882783867795,-1.2726118672895648,0.13071304020979202,-0.7718144402663101,0.4622650029542523,9
605567.SH,春雪食品,清明,0.01663536082211861,0.5893859944405313,0.01606737058623731,0.6021609804370623,2.475210590661906,-5.401276059411452,2.1592840629639913,-3.404367662886832,0.1091526687916484,3
002186.SZ,全聚德,清明,0.016122702792163626,0.42477394214283243,0.00466172382837489,0.8174947648761649,1.6340283821061143,-1.6443973793595275,0.3755531439291266,-1.143599952336273,0.4169749161685371,9
300908.SZ,仲景食品,国庆,0.016121739729728322,0.5661190647982097,0.0035406814152551297,0.8997272666897935,5.5022226139452,-1.9252346249450933,1.7260604831357225,-1.1035257587231693,0.29225259862646014,5
000721.SZ,西安饮食,中秋,0.015905038477016343,0.43143028932814015,0.013692873494524705,0.49820920635672605,3.0004899560842127,1.1473065799241144,2.3598973186690064,0.9741535926351821,0.13087568113536516,6
002910.SZ,庄园牧场,清明,0.015522134953779671,0.4865167531056159,0.005189054005119433,0.8160614558690588,2.615369592459517,-5.459594862366456,0.8953256726962106,-4.3076909371934695,0.34040736326592924,7
603589.SH,口子窖,五一,0.015360202644212995,0.4465441506477953,0.03202841234988714,0.11239689971057527,1.6336040793584872,2.4539175804776843,2.753261170965056,2.811091720788214,0.08213773977721059,10
603919.SH,XD金徽酒,国庆,0.014956131636497942,0.46488413087379465,0.004087891137084752,0.8416811280111736,2.6654833047154636,-0.6708156771286855,1.06019643924785,-0.15185506561813047,0.3304156654154461,10
